nivel_ruido,fuerza_cambio,tipo_cambio,algorithm_key,algorithm_library,algorithm_method,supervision,is_univariate,delta_eval,series_total,series_train,series_test,series_avg_length,series_std_length,notes,series_file,status,trial_id,is_best,params_json,train_f1_mean,train_precision_mean,train_recall_mean,train_mmd_mean,train_mttd_mean,train_detections_mean,train_tp_mean,train_fp_mean,train_fn_mean,test_f1_mean,test_precision_mean,test_recall_mean,test_mmd_mean,test_mttd_mean,test_detections_mean,test_tp_mean,test_fp_mean,test_fn_mean,best_series_file
alto,alto,escalon,changepoint_online_np_focus,changepoint_online,NPFocus,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Detector no parametrico tipo ventana.,series_alto_alto_escalon.json,ok,2,False,"{""jump"": 3, ""penalty"": 30.0, ""width"": 30}",0.22291666666666665,0.328125,0.18489583333333331,0.8860034785495015,1.8181818181818181,0.4375,0.375,0.0625,2.09375,0.1282051282051282,0.15384615384615385,0.11538461538461539,0.9167765911043706,3.25,0.38461538461538464,0.23076923076923078,0.15384615384615385,1.6923076923076923,
alto,alto,escalon,changepoint_online_np_focus,changepoint_online,NPFocus,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Detector no parametrico tipo ventana.,series_alto_alto_escalon.json,ok,3,False,"{""jump"": 3, ""penalty"": 30.0, ""width"": 50}",0.20416666666666666,0.328125,0.16927083333333331,0.9113234728671598,1.6363636363636365,0.375,0.34375,0.03125,2.125,0.20512820512820512,0.23076923076923078,0.19230769230769232,0.84624486105003,3.6666666666666665,0.5384615384615384,0.38461538461538464,0.15384615384615385,1.5384615384615385,
alto,alto,escalon,changepoint_online_md_focus,changepoint_online,MDFocus,no_supervisado,False,10,45,32,13,280.0,83.2666399786453,Binary segmentation RBF (aprox multivariado).,series_alto_alto_escalon.json,ok,0,True,"{""jump"": 3, ""min_size"": 20, ""penalty"": 20.0}",0.25416666666666665,0.390625,0.2265625,0.8041680178245303,1.6666666666666667,0.71875,0.5,0.21875,1.96875,0.23076923076923073,0.3076923076923077,0.19230769230769232,0.8897986317711453,3.625,0.5384615384615384,0.38461538461538464,0.15384615384615385,1.5384615384615385,best_series_alto_alto_escalon_changepoint_online_md_focus_trial0.json
alto,alto,escalon,changepoint_online_md_focus,changepoint_online,MDFocus,no_supervisado,False,10,45,32,13,280.0,83.2666399786453,Binary segmentation RBF (aprox multivariado).,series_alto_alto_escalon.json,ok,1,False,"{""jump"": 3, ""min_size"": 30, ""penalty"": 20.0}",0.25416666666666665,0.390625,0.2265625,0.8041680178245303,1.6666666666666667,0.71875,0.5,0.21875,1.96875,0.23076923076923073,0.3076923076923077,0.19230769230769232,0.8897986317711453,3.625,0.5384615384615384,0.38461538461538464,0.15384615384615385,1.5384615384615385,
alto,alto,escalon,changepoint_online_md_focus,changepoint_online,MDFocus,no_supervisado,False,10,45,32,13,280.0,83.2666399786453,Binary segmentation RBF (aprox multivariado).,series_alto_alto_escalon.json,ok,2,False,"{""jump"": 3, ""min_size"": 20, ""penalty"": 30.0}",0.20416666666666666,0.34375,0.15625,0.8743216015842528,1.0833333333333333,0.5,0.375,0.125,2.09375,0.17948717948717946,0.23076923076923078,0.15384615384615385,0.922457829084853,4.166666666666667,0.38461538461538464,0.3076923076923077,0.07692307692307693,1.6153846153846154,
alto,alto,escalon,changepoint_online_md_focus,changepoint_online,MDFocus,no_supervisado,False,10,45,32,13,280.0,83.2666399786453,Binary segmentation RBF (aprox multivariado).,series_alto_alto_escalon.json,ok,3,False,"{""jump"": 3, ""min_size"": 30, ""penalty"": 30.0}",0.20416666666666666,0.34375,0.15625,0.8743216015842528,1.0833333333333333,0.5,0.375,0.125,2.09375,0.17948717948717946,0.23076923076923078,0.15384615384615385,0.922457829084853,4.166666666666667,0.38461538461538464,0.3076923076923077,0.07692307692307693,1.6153846153846154,
alto,alto,escalon,ocpdet_cumsum,OCPDet,cumsum,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,CUSUM clasico.,series_alto_alto_escalon.json,ok,0,False,"{""drift"": 0.0, ""min_distance"": 20, ""threshold"": 6.0}",0.3186333830320866,0.19895833333333335,1.0,0.38398378131229716,4.8515625,13.75,2.46875,11.28125,0.0,0.2494720588611991,0.14743589743589747,1.0,0.41630576000250186,5.064102564102564,14.615384615384615,1.9230769230769231,12.692307692307692,0.0,
alto,alto,escalon,ocpdet_cumsum,OCPDet,cumsum,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,CUSUM clasico.,series_alto_alto_escalon.json,ok,1,False,"{""drift"": 0.0, ""min_distance"": 30, ""threshold"": 6.0}",0.24936608530358528,0.17098214285714286,0.5833333333333333,0.39038442146771934,5.276666666666667,9.5,1.53125,7.96875,0.9375,0.19197746697746695,0.12087912087912088,0.5641025641025641,0.4110140824142304,4.85,10.076923076923077,1.0769230769230769,9.0,0.8461538461538461,
alto,alto,escalon,ocpdet_cumsum,OCPDet,cumsum,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,CUSUM clasico.,series_alto_alto_escalon.json,ok,2,True,"{""drift"": 0.0, ""min_distance"": 20, ""threshold"": 10.0}",0.3186333830320866,0.19895833333333335,1.0,0.3835053779692291,5.138020833333334,13.75,2.46875,11.28125,0.0,0.2494720588611991,0.14743589743589747,1.0,0.4141915007864062,5.1410256410256405,14.615384615384615,1.9230769230769231,12.692307692307692,0.0,best_series_alto_alto_escalon_ocpdet_cumsum_trial2.json
alto,alto,escalon,ocpdet_cumsum,OCPDet,cumsum,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,CUSUM clasico.,series_alto_alto_escalon.json,ok,3,False,"{""drift"": 0.0, ""min_distance"": 30, ""threshold"": 10.0}",0.2599563630813631,0.1776785714285714,0.5989583333333333,0.38945685484196396,5.445512820512821,9.5,1.5625,7.9375,0.90625,0.21078088578088575,0.13186813186813187,0.6153846153846154,0.4088112235288826,4.7272727272727275,10.076923076923077,1.1538461538461537,8.923076923076923,0.7692307692307693,
alto,alto,escalon,ocpdet_ewma,OCPDet,ewma,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,EWMA adaptativo.,series_alto_alto_escalon.json,ok,0,True,"{""alpha"": 0.05, ""min_instances"": 5, ""threshold"": 2.0}",0.26201714637710816,0.1617640669014508,0.8359375,0.4326513858016252,4.380208333333334,13.0625,2.0,11.0625,0.46875,0.21426091657564988,0.12538115479291953,0.8846153846153846,0.4221779636355,4.583333333333333,15.307692307692308,1.7692307692307692,13.538461538461538,0.15384615384615385,best_series_alto_alto_escalon_ocpdet_ewma_trial0.json
alto,alto,escalon,ocpdet_ewma,OCPDet,ewma,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,EWMA adaptativo.,series_alto_alto_escalon.json,ok,1,False,"{""alpha"": 0.05, ""min_instances"": 5, ""threshold"": 3.0}",0.16453373015873018,0.15104166666666666,0.21614583333333331,0.7669559049032705,4.033333333333333,3.25,0.5,2.75,1.96875,0.15384615384615385,0.11538461538461539,0.23076923076923078,0.9172653225775845,7.25,2.6923076923076925,0.3076923076923077,2.3846153846153846,1.6153846153846154,
alto,alto,escalon,ocpdet_ewma,OCPDet,ewma,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,EWMA adaptativo.,series_alto_alto_escalon.json,ok,2,False,"{""alpha"": 0.1, ""min_instances"": 5, ""threshold"": 2.0}",0.2535651710293528,0.15493163666828527,0.859375,0.4087722603266519,4.377604166666666,14.125,2.03125,12.09375,0.4375,0.20235344277854403,0.11697257155156035,0.8846153846153846,0.413196681158782,4.930555555555555,17.0,1.7692307692307692,15.23076923076923,0.15384615384615385,
alto,alto,escalon,ocpdet_ewma,OCPDet,ewma,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,EWMA adaptativo.,series_alto_alto_escalon.json,ok,3,False,"{""alpha"": 0.1, ""min_instances"": 5, ""threshold"": 3.0}",0.1501736111111111,0.14583333333333331,0.18229166666666666,0.7206296973180707,3.3461538461538463,2.9375,0.4375,2.5,2.03125,0.13205128205128205,0.10897435897435898,0.21794871794871792,0.7600378031912296,4.8,2.8461538461538463,0.38461538461538464,2.4615384615384617,1.5384615384615385,
alto,alto,escalon,ocpdet_ewma,OCPDet,ewma,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,EWMA adaptativo.,series_alto_alto_escalon.json,ok,4,False,"{""alpha"": 0.2, ""min_instances"": 5, ""threshold"": 2.0}",0.24434467454778122,0.144902817563517,0.9609375,0.39553456062087494,4.3203125,17.46875,2.34375,15.125,0.125,0.18363982171674478,0.10535682266451497,0.8846153846153846,0.414268097584543,5.152777777777778,19.53846153846154,1.7692307692307692,17.76923076923077,0.15384615384615385,
alto,alto,escalon,ocpdet_ewma,OCPDet,ewma,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,EWMA adaptativo.,series_alto_alto_escalon.json,ok,5,False,"{""alpha"": 0.2, ""min_instances"": 5, ""threshold"": 3.0}",0.17837301587301585,0.15520833333333334,0.24739583333333331,0.6191832953080845,3.5,4.0625,0.625,3.4375,1.84375,0.18901098901098903,0.14368131868131867,0.3333333333333333,0.5048894371755088,6.142857142857143,5.461538461538462,0.6923076923076923,4.769230769230769,1.2307692307692308,
alto,alto,escalon,ocpdet_two_sample_tests,OCPDet,two sample tests,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Ventanas con KS test.,series_alto_alto_escalon.json,ok,0,False,"{""alpha"": 0.01, ""min_distance"": 20, ""step"": 5, ""window_size"": 30}",0.476984126984127,0.4685267857142857,0.6145833333333333,0.5333221595180037,4.191358024691358,3.34375,1.46875,1.875,1.0,0.5538461538461538,0.5192307692307693,0.6923076923076923,0.5667686277855114,6.136363636363637,2.769230769230769,1.3076923076923077,1.4615384615384615,0.6153846153846154,
alto,alto,escalon,ocpdet_two_sample_tests,OCPDet,two sample tests,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Ventanas con KS test.,series_alto_alto_escalon.json,ok,1,False,"{""alpha"": 0.01, ""min_distance"": 30, ""step"": 5, ""window_size"": 30}",0.4370287698412698,0.47994791666666664,0.45572916666666663,0.5658586813547763,5.03030303030303,2.625,1.21875,1.40625,1.25,0.4461538461538461,0.48717948717948717,0.43589743589743585,0.5629054316476277,7.25,2.076923076923077,0.8461538461538461,1.2307692307692308,1.0769230769230769,
alto,alto,escalon,ocpdet_two_sample_tests,OCPDet,two sample tests,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Ventanas con KS test.,series_alto_alto_escalon.json,ok,2,True,"{""alpha"": 0.05, ""min_distance"": 20, ""step"": 5, ""window_size"": 30}",0.48643399084575556,0.3846624729437229,0.7864583333333333,0.41186663145640334,4.561111111111111,5.3125,1.9375,3.375,0.53125,0.4983016983016983,0.40555555555555556,0.8076923076923077,0.43668365291227473,5.291666666666667,4.3076923076923075,1.5384615384615385,2.769230769230769,0.38461538461538464,best_series_alto_alto_escalon_ocpdet_two_sample_tests_trial2.json
alto,alto,escalon,ocpdet_two_sample_tests,OCPDet,two sample tests,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Ventanas con KS test.,series_alto_alto_escalon.json,ok,3,False,"{""alpha"": 0.05, ""min_distance"": 30, ""step"": 5, ""window_size"": 30}",0.38590888278388275,0.3603929924242424,0.47916666666666663,0.45593959328748845,5.246527777777778,3.71875,1.21875,2.5,1.25,0.37307692307692303,0.33974358974358976,0.5128205128205128,0.4613428043916248,6.3,3.3076923076923075,0.9230769230769231,2.3846153846153846,1.0,
alto,alto,escalon,ocpdet_two_sample_tests,OCPDet,two sample tests,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Ventanas con KS test.,series_alto_alto_escalon.json,ok,4,False,"{""alpha"": 0.01, ""min_distance"": 20, ""step"": 5, ""window_size"": 40}",0.4499517843267843,0.40391674297924296,0.6223958333333333,0.47213560410817446,5.272435897435897,4.6875,1.59375,3.09375,0.875,0.6249084249084249,0.5474358974358974,0.8333333333333333,0.46438451447073537,6.102564102564102,3.4615384615384617,1.5384615384615385,1.9230769230769231,0.38461538461538464,
alto,alto,escalon,ocpdet_two_sample_tests,OCPDet,two sample tests,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Ventanas con KS test.,series_alto_alto_escalon.json,ok,5,False,"{""alpha"": 0.01, ""min_distance"": 30, ""step"": 5, ""window_size"": 40}",0.4407332251082251,0.44456845238095233,0.5182291666666666,0.5069855453468888,4.385416666666667,3.5,1.3125,2.1875,1.15625,0.5826007326007325,0.5641025641025641,0.6794871794871794,0.4933643985262196,6.069444444444444,2.6923076923076925,1.2307692307692308,1.4615384615384615,0.6923076923076923,
alto,alto,escalon,ocpdet_two_sample_tests,OCPDet,two sample tests,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Ventanas con KS test.,series_alto_alto_escalon.json,ok,6,False,"{""alpha"": 0.05, ""min_distance"": 20, ""step"": 5, ""window_size"": 40}",0.43281766742244676,0.3533110119047619,0.6848958333333333,0.4258968855532041,5.583333333333333,5.75,1.71875,4.03125,0.75,0.4740537240537241,0.36355311355311354,0.8205128205128205,0.44755145090519755,6.076923076923077,5.230769230769231,1.5384615384615385,3.6923076923076925,0.38461538461538464,
alto,alto,escalon,ocpdet_two_sample_tests,OCPDet,two sample tests,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Ventanas con KS test.,series_alto_alto_escalon.json,ok,7,False,"{""alpha"": 0.05, ""min_distance"": 30, ""step"": 5, ""window_size"": 40}",0.4224251443001443,0.4055059523809524,0.5546875,0.4261077776292816,5.673333333333333,4.1875,1.375,2.8125,1.09375,0.4556776556776557,0.37912087912087905,0.6666666666666666,0.42307448683856796,5.2727272727272725,3.6923076923076925,1.2307692307692308,2.4615384615384617,0.6923076923076923,
alto,alto,escalon,ocpdet_neural_networks,OCPDet,neural networks,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Auto-regresion MLP residual.,series_alto_alto_escalon.json,ok,0,True,"{""hidden_layer_sizes"": [20], ""min_distance"": 30, ""step"": 1, ""threshold"": 2.0, ""window_size"": 20}",0.20599279193029194,0.17529761904761904,0.3020833333333333,0.5955456202224114,3.8703703703703707,4.25,0.71875,3.53125,1.75,0.21056166056166056,0.1586080586080586,0.41025641025641024,0.6004467439541765,5.5,4.230769230769231,0.7692307692307693,3.4615384615384617,1.1538461538461537,best_series_alto_alto_escalon_ocpdet_neural_networks_trial0.json
alto,alto,escalon,ocpdet_neural_networks,OCPDet,neural networks,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Auto-regresion MLP residual.,series_alto_alto_escalon.json,ok,1,False,"{""hidden_layer_sizes"": [20], ""min_distance"": 30, ""step"": 1, ""threshold"": 2.5, ""window_size"": 20}",0.15892857142857142,0.15364583333333331,0.20572916666666666,0.715908075086565,4.3076923076923075,2.5625,0.4375,2.125,2.03125,0.25897435897435894,0.2692307692307692,0.2948717948717948,0.7407670204172222,5.857142857142857,2.3846153846153846,0.5384615384615384,1.8461538461538463,1.3846153846153846,
alto,alto,escalon,ocpdet_neural_networks,OCPDet,neural networks,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Auto-regresion MLP residual.,series_alto_alto_escalon.json,ok,2,False,"{""hidden_layer_sizes"": [30, 15], ""min_distance"": 30, ""step"": 1, ""threshold"": 2.0, ""window_size"": 20}",0.13137400793650794,0.11309523809523808,0.20833333333333331,0.7759868635361745,4.909090909090909,3.125,0.40625,2.71875,2.0625,0.12692307692307692,0.10714285714285714,0.21794871794871792,0.75695219330234,5.2,3.3846153846153846,0.38461538461538464,3.0,1.5384615384615385,
alto,alto,escalon,ocpdet_neural_networks,OCPDet,neural networks,no_supervisado,True,10,45,32,13,280.0,83.2666399786453,Auto-regresion MLP residual.,series_alto_alto_escalon.json,ok,3,False,"{""hidden_layer_sizes"": [30, 15], ""min_distance"": 30, ""step"": 1, ""threshold"": 2.5, ""window_size"": 20}",0.18184523809523812,0.17447916666666666,0.23958333333333331,0.8074133202905549,3.9583333333333335,2.5625,0.46875,2.09375,2.0,0.1769230769230769,0.1987179487179487,0.17948717948717946,0.8587084437681557,2.8,2.6153846153846154,0.38461538461538464,2.230769230769231,1.5384615384615385,
alto,alto,escalon,ssm_canary,SSM,canary,semi_supervisado,True,10,45,32,13,280.0,83.2666399786453,Filtro de Kalman basico.,series_alto_alto_escalon.json,ok,0,False,"{""measurement_noise"": 0.4, ""min_distance"": 25, ""process_noise"": 0.001, ""threshold"": 2.5}",0.17916666666666667,0.19322916666666665,0.21875,0.6086664205596184,4.038461538461538,2.65625,0.5,2.15625,1.96875,0.14395604395604394,0.13333333333333333,0.20512820512820512,0.576728108846414,7.666666666666667,2.923076923076923,0.38461538461538464,2.5384615384615383,1.5384615384615385,
alto,alto,escalon,ssm_canary,SSM,canary,semi_supervisado,True,10,45,32,13,280.0,83.2666399786453,Filtro de Kalman basico.,series_alto_alto_escalon.json,ok,1,False,"{""measurement_noise"": 0.4, ""min_distance"": 25, ""process_noise"": 0.001, ""threshold"": 3.0}",0.11041666666666666,0.171875,0.08854166666666666,0.9293658662177369,1.5,0.84375,0.1875,0.65625,2.28125,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.8940503609259493,9.0,0.7692307692307693,0.07692307692307693,0.6923076923076923,1.8461538461538463,
alto,alto,escalon,ssm_canary,SSM,canary,semi_supervisado,True,10,45,32,13,280.0,83.2666399786453,Filtro de Kalman basico.,series_alto_alto_escalon.json,ok,2,True,"{""measurement_noise"": 0.8, ""min_distance"": 25, ""process_noise"": 0.001, ""threshold"": 2.5}",0.20729166666666665,0.2177083333333333,0.25,0.5657142361560238,3.7666666666666666,2.65625,0.59375,2.0625,1.875,0.14395604395604394,0.13333333333333333,0.20512820512820512,0.5893493860522256,7.666666666666667,3.0,0.38461538461538464,2.6153846153846154,1.5384615384615385,best_series_alto_alto_escalon_ssm_canary_trial2.json
alto,alto,escalon,ssm_canary,SSM,canary,semi_supervisado,True,10,45,32,13,280.0,83.2666399786453,Filtro de Kalman basico.,series_alto_alto_escalon.json,ok,3,False,"{""measurement_noise"": 0.8, ""min_distance"": 25, ""process_noise"": 0.001, ""threshold"": 3.0}",0.13854166666666667,0.21875,0.11197916666666666,0.8935631730618238,2.0,0.875,0.25,0.625,2.21875,0.0,0.0,0.0,0.9254263028776234,,0.8461538461538461,0.0,0.8461538461538461,1.9230769230769231,
alto,alto,escalon,ssm_canary,SSM,canary,semi_supervisado,True,10,45,32,13,280.0,83.2666399786453,Filtro de Kalman basico.,series_alto_alto_escalon.json,ok,4,False,"{""measurement_noise"": 0.4, ""min_distance"": 25, ""process_noise"": 0.005, ""threshold"": 2.5}",0.11569940476190477,0.12239583333333334,0.1484375,0.5957961149201858,3.888888888888889,2.75,0.34375,2.40625,2.125,0.1346153846153846,0.15384615384615385,0.17948717948717946,0.5858738371071475,6.0,2.5384615384615383,0.3076923076923077,2.230769230769231,1.6153846153846154,
alto,alto,escalon,ssm_canary,SSM,canary,semi_supervisado,True,10,45,32,13,280.0,83.2666399786453,Filtro de Kalman basico.,series_alto_alto_escalon.json,ok,5,False,"{""measurement_noise"": 0.4, ""min_distance"": 25, ""process_noise"": 0.005, ""threshold"": 3.0}",0.1037202380952381,0.16666666666666666,0.08072916666666666,0.9207463046458106,2.5714285714285716,0.84375,0.21875,0.625,2.25,0.07692307692307693,0.11538461538461539,0.0641025641025641,0.9110594281551753,5.5,0.8461538461538461,0.15384615384615385,0.6923076923076923,1.7692307692307692,
alto,alto,escalon,ssm_canary,SSM,canary,semi_supervisado,True,10,45,32,13,280.0,83.2666399786453,Filtro de Kalman basico.,series_alto_alto_escalon.json,ok,6,False,"{""measurement_noise"": 0.8, ""min_distance"": 25, ""process_noise"": 0.005, ""threshold"": 2.5}",0.1734375,0.19114583333333332,0.21875,0.6307656610494403,4.269230769230769,2.625,0.5,2.125,1.96875,0.1208791208791209,0.13333333333333333,0.17948717948717946,0.6172745249065242,6.5,2.6153846153846154,0.3076923076923077,2.3076923076923075,1.6153846153846154,
alto,alto,escalon,ssm_canary,SSM,canary,semi_supervisado,True,10,45,32,13,280.0,83.2666399786453,Filtro de Kalman basico.,series_alto_alto_escalon.json,ok,7,False,"{""measurement_noise"": 0.8, ""min_distance"": 25, ""process_noise"": 0.005, ""threshold"": 3.0}",0.09479166666666666,0.15625,0.07291666666666666,0.9225368357255445,1.5,0.8125,0.1875,0.625,2.28125,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.8910365042054446,9.0,0.9230769230769231,0.07692307692307693,0.8461538461538461,1.8461538461538463,
alto,alto,escalon,tagi_lstm_ssm,TAGI-LSTM/SSM,canary,semi_supervisado,True,10,45,32,13,280.0,83.2666399786453,Filtro Kalman adaptativo (TAGI).,series_alto_alto_escalon.json,ok,0,False,"{""adaptation"": 5e-05, ""measurement_noise"": 0.2, ""min_distance"": 25, ""process_noise"": 0.0002, ""threshold"": 2.5}",0.11845238095238098,0.1328125,0.12760416666666666,0.6257219420731549,4.666666666666667,2.875,0.34375,2.53125,2.125,0.12051282051282051,0.11538461538461539,0.14102564102564102,0.650084291545611,6.0,2.4615384615384617,0.23076923076923078,2.230769230769231,1.6923076923076923,
alto,alto,escalon,tagi_lstm_ssm,TAGI-LSTM/SSM,canary,semi_supervisado,True,10,45,32,13,280.0,83.2666399786453,Filtro Kalman adaptativo (TAGI).,series_alto_alto_escalon.json,ok,1,False,"{""adaptation"": 5e-05, ""measurement_noise"": 0.2, ""min_distance"": 25, ""process_noise"": 0.0002, ""threshold"": 3.0}",0.07574404761904761,0.109375,0.0625,0.8918214250660909,3.8,1.09375,0.1875,0.90625,2.28125,0.038461538461538464,0.07692307692307693,0.02564102564102564,0.9754323952892167,2.0,0.9230769230769231,0.07692307692307693,0.8461538461538461,1.8461538461538463,
